Date,County,State,Series_Complete_Pop_Pct,Fully_Vaccinated,Fully_Vaccinated_12+,Fully_Vaccinated_18+,Fully_Vaccinated_65+,Completeness_pct,Administered_Dose1_Recip,Partially_Vaccinated,Partially_Vaccinated_12+,Partially_Vaccinated_18+,Partially_Vaccinated_65+
2021-10-28,Grenada County,MS,47.6,9882,56.3,58.9,82.0,98.3,11066.0,53.3,63.1,65.4,86.7
2021-10-28,Jefferson County,WA,71.5,23040,77.3,78.3,90.8,96.1,24215.0,75.2,81.3,82.2,95.1
2021-10-28,Petroleum County,MT,28.3,138,31.9,33.8,61.6,95.7,148.0,30.4,34.2,36.3,63.2
2021-10-28,Tom Green County,TX,46.6,55522,55.5,58.0,83.5,99.1,62422.0,52.4,62.4,65.1,89.6
2021-10-28,Clay County,WV,23.8,2027,27.8,26.8,39.9,60.0,2566.0,30.2,35.2,34.1,46.1
2021-10-28,Menard County,IL,49.2,5998,56.8,59.3,80.9,97.8,7052.0,57.8,66.8,69.3,90.7
2021-10-28,Sullivan County,TN,50.6,80133,57.6,59.8,81.3,97.9,89870.0,56.8,64.6,66.8,87.9
2021-10-28,Clark County,IL,38.2,5894,44.6,47.2,67.3,97.8,7941.0,51.4,60.1,63.0,90.0
2021-10-28,Grays Harbor County,WA,52.9,39672,61.1,63.0,80.1,96.1,43153.0,57.5,66.4,68.3,85.9
2021-10-28,Sherman County,TX,30.2,914,36.3,40.2,49.6,99.1,1181.0,39.1,46.9,51.4,61.9
2021-10-28,Berkeley County,SC,42.1,95869,49.9,51.3,74.7,93.9,110584.0,48.5,57.6,59.1,81.5
2021-10-28,Izard County,AR,33.7,4599,38.1,38.7,47.7,90.3,5315.0,39.0,44.0,44.6,54.0
2021-10-28,Monroe County,MS,45.9,16164,53.5,56.5,82.6,98.3,17978.0,51.0,59.5,62.5,86.6
2021-10-28,Jefferson Davis County,MS,39.7,4413,45.9,46.7,57.2,98.3,4926.0,44.3,51.2,52.0,60.1
2021-10-28,Twin Falls County,ID,40.0,34773,0.0,55.1,83.3,97.6,38645.0,44.5,0.0,61.2,89.0
2021-10-28,Garfield County,NE,27.4,539,30.9,32.5,44.0,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Grundy County,IA,56.3,6887,65.9,69.4,90.3,97.5,7352.0,60.1,70.3,73.0,93.9
2021-10-28,Presidio County,TX,80.2,5375,98.2,99.9,87.1,99.1,6391.0,95.3,99.9,99.9,95.9
2021-10-28,Ontario County,NY,61.7,67752,70.6,71.7,85.6,97.6,71134.0,64.8,74.2,75.2,90.0
2021-10-28,Schuyler County,IL,49.8,3371,56.1,58.2,77.1,97.8,3841.0,56.8,63.8,66.3,88.3
2021-10-28,Mitchell County,NC,44.0,6589,49.9,52.1,67.7,97.3,7748.0,51.8,58.7,61.2,76.9
2021-10-28,Becker County,MN,48.7,16773,57.7,60.9,87.5,94.5,18179.0,52.8,62.5,66.0,93.9
2021-10-28,Graham County,KS,66.8,1658,76.9,82.7,72.9,93.6,1715.0,69.1,79.5,85.4,75.7
2021-10-28,San Lorenzo Municipio,PR,68.1,24502,76.3,76.1,69.9,95.8,27399.0,76.1,85.3,84.9,84.1
2021-10-28,Robertson County,TN,46.0,33023,54.3,57.4,82.5,97.9,37444.0,52.1,61.5,64.6,88.6
2021-10-28,Barry County,MO,39.9,14282,46.8,49.4,68.4,91.2,16426.0,45.9,53.9,56.5,75.9
2021-10-28,Marion County,GA,17.1,1428,19.7,19.7,16.3,57.9,1630.0,19.5,22.4,22.4,16.8
2021-10-28,San Juan County,CO,87.1,634,94.6,94.3,80.9,97.4,691.0,94.9,99.9,99.9,88.3
2021-10-28,Cross County,AR,46.4,7620,54.8,56.6,72.2,90.3,8814.0,53.7,63.3,65.4,80.2
2021-10-28,DeKalb County,MO,25.5,3205,28.8,30.0,53.6,91.2,3512.0,28.0,31.6,32.8,58.0
2021-10-28,Briscoe County,TX,39.1,605,45.0,47.5,72.3,99.1,659.0,42.6,49.0,51.5,76.0
2021-10-28,Perry County,AR,47.3,4949,55.4,57.2,75.3,90.3,5620.0,53.8,62.9,64.7,81.9
2021-10-28,Gunnison County,CO,62.3,10883,69.5,70.5,91.0,97.4,11865.0,67.9,75.8,76.6,98.6
2021-10-28,Kershaw County,SC,51.4,34236,60.3,62.1,81.9,93.9,38963.0,58.5,68.6,70.4,89.6
2021-10-28,DeKalb County,GA,32.0,243094,38.0,37.9,49.5,57.9,275656.0,36.3,43.1,42.6,54.6
2021-10-28,Sheridan County,ND,33.8,445,38.3,40.6,52.0,95.4,489.0,37.2,42.0,44.5,55.8
2021-10-28,Reagan County,TX,36.3,1399,45.3,47.5,70.0,99.1,1564.0,40.6,50.6,52.8,72.8
2021-10-28,Tioga County,NY,54.3,26177,62.3,64.3,79.2,97.6,28581.0,59.3,68.1,70.3,86.9
2021-10-28,Rio Grande County,CO,55.7,6278,64.8,67.5,90.3,97.4,6851.0,60.8,70.7,72.9,93.8
2021-10-28,Vinton County,OH,35.6,4663,41.3,43.5,68.1,98.7,4891.0,37.4,43.3,45.6,70.3
2021-10-28,Marquette County,WI,48.7,7582,55.6,57.8,81.9,97.0,7963.0,51.1,58.4,60.6,84.3
2021-10-28,Rock County,NE,33.0,448,38.1,39.9,46.7,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Ontonagon County,MI,65.2,3730,70.1,72.9,82.7,97.9,3929.0,68.7,73.8,76.8,86.1
2021-10-28,Moca Municipio,PR,69.9,24386,78.4,78.0,72.8,95.8,26609.0,76.3,85.5,85.0,78.7
2021-10-28,Calhoun County,WV,12.5,889,14.1,14.6,20.8,60.0,1194.0,16.8,18.9,19.7,26.8
2021-10-28,Hancock County,IN,61.8,48306,72.6,74.9,95.2,98.7,50879.0,65.1,76.5,78.6,97.7
2021-10-28,Cherry County,NE,30.8,1753,36.6,39.0,63.0,89.7,1863.0,32.7,38.9,41.1,63.0
2021-10-28,Caddo Parish,LA,43.3,103892,51.4,53.5,76.6,96.7,118623.0,49.4,58.6,60.7,82.3
2021-10-28,Cecil County,MD,51.9,53378,60.6,63.0,86.3,98.7,60206.0,58.5,68.3,70.9,94.4
2021-10-28,Nodaway County,MO,44.3,9778,49.2,50.1,87.5,91.2,10536.0,47.7,53.0,53.9,91.0
2021-10-28,Stanton County,NE,25.1,1486,29.8,31.8,47.1,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Hampden County,MA,57.7,269021,66.7,68.3,82.3,89.6,309047.0,66.3,76.6,78.2,95.2
2021-10-28,Keith County,NE,33.1,2657,38.0,39.9,51.8,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Rowan County,KY,47.7,11675,55.0,56.0,83.7,94.4,13006.0,53.2,61.2,62.1,88.6
2021-10-28,Pierce County,WI,39.6,16928,45.5,47.2,82.8,97.0,18313.0,42.8,49.2,51.0,86.9
2021-10-28,Marion County,SC,43.6,13352,51.0,53.1,71.4,93.9,15046.0,49.1,57.4,59.7,77.1
2021-10-28,Santa Rosa County,FL,44.9,82790,52.3,54.3,83.8,98.7,97957.0,53.1,61.8,64.4,99.8
2021-10-28,Barton County,KS,38.6,9954,45.6,48.5,69.4,93.6,10969.0,42.6,50.3,53.2,74.1
2021-10-28,White County,AR,40.4,31831,47.5,49.2,74.4,90.3,36861.0,46.8,55.0,56.8,81.3
2021-10-28,Norman County,MN,52.8,3369,62.6,65.1,86.2,94.5,3727.0,58.5,69.2,72.1,93.9
2021-10-28,Golden Valley County,ND,26.2,461,30.0,32.1,47.9,95.4,572.0,32.5,37.2,39.6,58.1
2021-10-28,Dorado Municipio,PR,68.5,24760,76.8,75.9,68.5,95.8,27624.0,76.4,85.7,84.5,77.2
2021-10-28,Stone County,MS,40.1,7349,46.7,49.1,81.9,98.3,8606.0,46.9,54.7,57.3,89.7
2021-10-28,Fairfax County,VA,69.2,793652,81.4,81.6,82.4,82.7,893750.0,77.9,91.5,91.7,95.9
2021-10-28,El Paso County,CO,54.9,395160,65.1,67.1,84.4,97.4,440529.0,61.2,72.5,74.7,91.1
2021-10-28,Contra Costa County,CA,71.4,823350,83.1,83.9,91.5,97.4,892258.0,77.4,89.9,90.6,99.6
2021-10-28,Taylor County,TX,44.2,60980,53.2,55.6,79.8,99.1,70665.0,51.2,61.6,64.2,87.6
2021-10-28,Poinsett County,AR,39.5,9285,46.9,48.4,64.3,90.3,11156.0,47.4,56.3,57.9,75.1
2021-10-28,Sherburne County,MN,39.1,38065,47.0,49.0,78.6,94.5,41215.0,42.4,50.9,53.2,82.7
2021-10-28,Franklin County,MO,49.8,51775,58.4,61.0,87.9,91.2,56735.0,54.6,64.0,66.7,93.6
2021-10-28,Emporia city,VA,32.5,1737,38.4,40.9,53.2,82.7,2070.0,38.7,45.7,48.4,61.1
2021-10-28,Honolulu County,HI,0.1,550,0.1,0.1,0.0,100.0,810.0,0.1,0.1,0.1,0.1
2021-10-28,Iosco County,MI,52.2,13112,58.6,60.9,78.4,97.9,14077.0,56.0,63.0,65.6,82.7
2021-10-28,Minnehaha County,SD,57.2,110462,69.3,71.6,96.7,96.4,131595.0,68.1,82.6,84.6,99.9
2021-10-28,Adams County,NE,37.8,11870,44.7,46.9,64.5,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Riverside County,CA,50.7,1253093,60.4,62.2,77.9,97.4,1437003.0,58.2,69.2,71.1,89.9
2021-10-28,Covington County,MS,45.1,8401,53.8,56.7,83.7,98.3,9692.0,52.0,62.0,65.0,90.8
2021-10-28,York County,SC,42.1,118307,49.8,51.1,67.0,93.9,140911.0,50.2,59.3,60.7,83.7
2021-10-28,Sacramento County,CA,58.1,902473,68.7,70.1,85.2,97.4,1010366.0,65.1,76.8,78.2,94.5
2021-10-28,Juniata County,PA,39.9,9887,46.6,49.7,79.1,94.5,11106.0,44.8,52.3,55.7,86.8
2021-10-28,Clark County,NV,49.6,1124250,58.5,60.3,74.8,94.9,1358731.0,59.9,70.7,72.4,87.5
2021-10-28,Prowers County,CO,37.7,4587,45.5,48.0,65.9,97.4,5081.0,41.7,50.3,53.0,71.1
2021-10-28,Divide County,ND,37.3,845,44.3,46.6,59.1,95.4,952.0,42.0,49.9,52.3,66.4
2021-10-28,Vieques Municipio,PR,73.4,6152,82.2,82.7,83.5,95.8,6535.0,77.9,87.4,87.8,87.6
2021-10-28,Cloud County,KS,42.7,3753,50.7,53.3,79.3,93.6,4140.0,47.1,55.9,58.6,83.6
2021-10-28,Montmorency County,MI,51.0,4755,56.1,58.5,81.5,97.9,4986.0,53.5,58.8,61.3,85.1
2021-10-28,San Mateo County,CA,73.0,559364,83.9,84.1,87.8,97.4,626239.0,81.7,93.9,94.0,97.7
2021-10-28,Susquehanna County,PA,42.8,17247,48.4,50.0,66.3,94.5,19495.0,48.3,54.8,56.5,75.4
2021-10-28,McLeod County,MN,49.5,17771,57.8,60.5,85.5,94.5,19711.0,54.9,64.1,67.2,93.2
2021-10-28,Berks County,PA,55.6,234311,64.9,67.2,88.1,94.5,283607.0,67.3,78.6,81.2,99.9
2021-10-28,Unknown County,SD,0.0,16859,0.0,0.0,0.0,96.4,22724.0,0.0,0.0,0.0,0.0
2021-10-28,Terrell County,GA,26.4,2249,31.0,30.7,25.6,57.9,2461.0,28.8,33.9,32.8,25.9
2021-10-28,Alexandria city,VA,56.5,90001,65.0,64.7,74.5,82.7,103984.0,65.2,75.1,74.5,84.1
2021-10-28,Carson City,NV,58.0,32415,67.0,69.0,91.3,94.9,36045.0,64.5,74.5,76.4,99.2
2021-10-28,Unknown County,AL,0.0,162508,0.0,0.0,0.0,92.6,197249.0,0.0,0.0,0.0,0.0
2021-10-28,Columbia County,NY,67.3,40006,75.1,76.4,85.2,97.6,43653.0,73.4,82.0,83.2,94.8
2021-10-28,Jefferson County,IL,35.7,13437,41.9,44.1,69.2,97.8,16947.0,45.0,52.9,55.3,83.3
2021-10-28,Unknown County,NV,0.0,83100,0.0,0.0,0.0,94.9,114872.0,0.0,0.0,0.0,0.0
2021-10-28,Quay County,NM,43.5,3593,50.5,53.4,68.2,97.2,4086.0,49.5,57.4,60.4,76.5
2021-10-28,Pittsylvania County,VA,38.9,23474,43.8,45.8,61.8,82.7,26696.0,44.2,49.8,51.9,68.1
2021-10-28,Isle of Wight County,VA,45.4,16864,52.4,54.0,73.8,82.7,19508.0,52.6,60.5,62.1,79.9
2021-10-28,Yuba County,CA,44.3,34827,54.5,57.0,72.7,97.4,42158.0,53.6,65.9,68.9,85.0
2021-10-28,New London County,CT,71.2,188812,81.1,82.6,95.5,98.3,206380.0,77.8,88.6,90.1,99.9
2021-10-28,Worth County,IA,47.4,3495,54.8,57.2,83.7,97.5,3701.0,50.1,58.0,60.3,86.3
2021-10-28,Chautauqua County,KS,37.3,1211,42.8,45.6,56.6,93.6,1338.0,41.2,47.3,50.3,60.2
2021-10-28,Madison County,GA,22.6,6743,26.5,27.2,38.1,57.9,7134.0,23.9,0.0,0.0,0.0
2021-10-28,Lake County,IN,50.5,245289,59.4,61.7,84.0,98.7,267316.0,55.1,64.7,67.0,87.9
2021-10-28,Barton County,MO,30.7,3610,35.9,38.8,58.9,91.2,4050.0,34.5,40.3,43.4,63.7
2021-10-28,Snyder County,PA,42.1,16996,48.4,50.7,79.4,94.5,20497.0,50.8,58.4,61.2,92.3
2021-10-28,Irion County,TX,38.0,583,44.7,46.9,66.2,99.1,667.0,43.4,51.1,53.5,71.3
2021-10-28,Lampasas County,TX,41.4,8873,47.9,50.3,74.7,99.1,10403.0,48.5,56.1,58.8,87.0
2021-10-28,Dickenson County,VA,41.7,5964,47.7,49.3,68.2,82.7,7062.0,49.3,56.4,58.2,78.4
2021-10-28,Hamilton County,OH,55.7,455278,65.8,67.9,87.1,98.7,488489.0,59.8,70.6,72.6,91.5
2021-10-28,Mathews County,VA,55.8,4929,61.9,63.9,80.5,82.7,5416.0,61.3,68.0,70.1,84.4
2021-10-28,Randolph County,IL,39.8,12640,45.5,47.3,75.0,97.8,15586.0,49.0,56.0,58.1,87.5
2021-10-28,Greene County,OH,58.1,98167,67.3,69.0,88.6,98.7,109061.0,64.6,74.7,76.7,95.7
2021-10-28,Porter County,IN,52.0,88674,60.3,62.4,85.9,98.7,94585.0,55.5,64.3,66.4,88.8
2021-10-28,McLennan County,TX,45.6,116968,54.5,56.8,76.2,99.1,135001.0,52.6,62.9,65.2,86.0
2021-10-28,Bond County,IL,45.1,7406,51.1,53.2,74.7,97.8,8938.0,54.4,61.5,63.9,84.0
2021-10-28,Garza County,TX,47.2,2938,52.9,55.8,75.2,99.1,3160.0,50.7,56.8,59.8,81.8
2021-10-28,Knox County,MO,36.9,1462,43.6,46.2,68.1,91.2,1554.0,39.3,46.3,49.0,71.2
2021-10-28,Davidson County,NC,42.1,70604,48.9,51.1,72.4,97.3,82833.0,49.4,57.3,59.8,84.4
2021-10-28,Gove County,KS,44.3,1169,52.8,56.5,75.4,93.6,1309.0,49.7,59.1,62.9,82.2
2021-10-28,Warren County,MO,38.0,13564,45.0,47.3,71.5,91.2,14885.0,41.8,49.3,51.7,75.9
2021-10-28,Madison County,NC,50.7,11035,57.0,59.3,78.3,97.3,12380.0,56.9,64.0,66.3,85.7
2021-10-28,Clay County,MN,48.8,31324,58.7,60.0,87.8,94.5,36158.0,56.3,67.7,68.8,99.9
2021-10-28,Rock County,WI,61.6,100610,72.2,75.2,99.9,97.0,108961.0,66.7,78.2,81.1,99.9
2021-10-28,Atchison County,KS,40.1,6442,46.8,48.8,79.1,93.6,7177.0,44.7,52.2,54.1,83.4
2021-10-28,Kent County,DE,48.1,86891,56.6,58.3,77.9,96.3,98361.0,54.4,64.1,65.9,86.4
2021-10-28,Gurabo Municipio,PR,59.8,28175,67.1,67.3,63.6,95.8,30951.0,65.7,73.6,73.8,70.2
2021-10-28,Dewey County,SD,58.0,3417,79.9,82.9,99.9,96.4,3926.0,66.6,91.8,94.6,99.9
2021-10-28,Park County,MT,52.2,8662,58.7,60.4,70.7,95.7,10266.0,61.8,69.6,71.1,79.6
2021-10-28,Weakley County,TN,33.8,11266,38.7,40.5,65.1,97.9,12901.0,38.7,44.3,46.3,70.4
2021-10-28,Walton County,FL,42.4,31419,49.2,51.4,74.9,98.7,37353.0,50.4,58.5,61.0,88.1
2021-10-28,Whatcom County,WA,64.6,148160,74.1,75.2,88.2,96.1,160840.0,70.2,80.5,81.5,94.0
2021-10-28,Douglas County,MN,51.1,19494,59.5,61.9,88.8,94.5,20890.0,54.8,63.7,66.3,93.7
2021-10-28,Wabash County,IL,43.1,4969,50.5,53.5,76.6,97.8,5759.0,50.0,58.5,61.8,87.7
2021-10-28,Cumberland County,NC,56.4,189316,68.1,70.7,84.5,97.3,222183.0,66.2,79.9,82.7,99.9
2021-10-28,Wood County,TX,39.0,17750,44.3,46.8,69.8,99.1,19780.0,43.4,49.4,52.1,75.4
2021-10-28,Huntingdon County,PA,46.6,21029,52.4,55.0,76.1,94.5,23851.0,52.8,59.5,62.3,86.1
2021-10-28,Cheyenne County,NE,38.5,3428,45.3,48.5,76.1,89.7,3529.0,39.6,0.0,0.0,0.0
2021-10-28,Franklin County,IA,48.9,4927,57.5,60.3,84.9,97.5,5210.0,51.7,60.8,63.6,87.7
2021-10-28,Wayne County,WV,30.4,11984,34.9,36.8,53.6,60.0,14654.0,37.2,42.6,44.7,61.0
2021-10-28,Smith County,TN,29.3,5906,34.3,36.7,60.1,97.9,6749.0,33.5,39.1,41.9,65.1
2021-10-28,Grant County,WI,50.2,25803,57.9,59.8,99.4,97.0,27297.0,53.1,61.3,63.1,99.9
2021-10-28,Randolph County,NC,38.9,55946,45.4,47.6,69.8,97.3,65438.0,45.5,53.1,55.6,81.0
2021-10-28,Van Buren County,IA,38.7,2724,45.5,48.8,78.1,97.5,2896.0,41.1,48.4,51.8,81.5
2021-10-28,Osceola County,FL,63.8,239704,75.6,77.3,93.2,98.7,282876.0,75.3,89.1,90.3,99.9
2021-10-28,Wayne County,TN,37.3,6212,41.6,43.3,69.0,97.9,6980.0,41.9,46.7,48.5,74.6
2021-10-28,Middlesex County,VA,57.9,6132,64.7,66.1,80.3,82.7,6752.0,63.8,71.2,72.6,86.2
2021-10-28,Baxter County,AR,43.2,18117,48.7,50.6,65.3,90.3,20644.0,49.2,55.4,57.5,74.1
2021-10-28,Hillsborough County,FL,54.4,800385,63.8,65.2,82.9,98.7,942488.0,64.0,75.1,76.9,99.9
2021-10-28,Atkinson County,GA,17.4,1423,21.0,22.2,16.7,57.9,1674.0,20.5,24.7,25.9,18.2
2021-10-28,Unknown County,FL,0.0,163386,0.0,0.0,0.0,98.7,189436.0,0.0,0.0,0.0,0.0
2021-10-28,Unknown County,IL,0.0,151109,0.0,0.0,0.0,97.8,220694.0,0.0,0.0,0.0,0.0
2021-10-28,Newton County,IN,29.0,4053,33.4,35.3,55.7,98.7,4343.0,31.1,35.8,37.8,57.7
2021-10-28,Woods County,OK,37.2,3275,43.5,45.1,79.2,93.9,3701.0,42.1,49.1,50.7,84.3
2021-10-28,Jackson County,IA,48.7,9468,56.8,60.3,84.1,97.5,9899.0,50.9,59.4,62.9,86.9
2021-10-28,Dade County,MO,40.4,3055,46.4,49.4,70.5,91.2,3382.0,44.7,51.4,54.6,78.0
2021-10-28,Carroll County,TN,42.8,11873,49.8,52.9,82.4,97.9,13771.0,49.6,57.8,61.2,90.1
2021-10-28,Fergus County,MT,42.0,4640,48.5,51.1,76.4,95.7,5089.0,46.1,53.2,56.0,81.5
2021-10-28,Holt County,NE,38.1,3836,45.9,48.6,65.0,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Unknown County,ID,0.0,18565,0.0,0.0,0.0,97.6,20712.0,0.0,0.0,0.0,0.0
2021-10-28,Fayette County,TN,49.1,20183,55.7,57.7,76.1,97.9,23438.0,57.0,64.7,66.7,84.3
2021-10-28,Delta County,CO,42.8,13334,48.8,51.4,72.3,97.4,14643.0,47.0,53.6,56.3,79.3
2021-10-28,Washington County,NE,50.1,10378,59.1,61.6,81.9,89.7,10692.0,51.6,60.9,63.2,82.5
2021-10-28,New Kent County,VA,48.1,11096,55.1,56.8,85.0,82.7,12133.0,52.5,60.2,61.9,90.4
2021-10-28,Runnels County,TX,40.3,4141,47.2,50.6,73.8,99.1,4573.0,44.6,52.1,55.6,78.3
2021-10-28,Calloway County,KY,43.5,16965,49.4,50.7,75.7,94.4,19098.0,49.0,55.6,56.9,83.3
2021-10-28,Hanover County,VA,55.0,59321,63.4,64.9,79.3,82.7,64377.0,59.7,68.8,70.1,83.7
2021-10-28,Camden County,MO,41.2,19067,46.3,48.3,64.8,91.2,21137.0,45.6,51.3,53.4,70.1
2021-10-28,Unknown County,IA,0.0,44541,0.0,0.0,0.0,97.5,49626.0,0.0,0.0,0.0,0.0
2021-10-28,Waller County,TX,36.8,20323,43.8,44.9,70.1,99.1,23483.0,42.5,50.6,51.7,78.4
2021-10-28,Searcy County,AR,35.6,2807,40.8,42.6,61.2,90.3,3215.0,40.8,46.7,48.8,64.6
2021-10-28,Yabucoa Municipio,PR,66.6,21505,74.7,74.4,78.9,95.8,24609.0,76.2,85.5,85.2,94.1
2021-10-28,Goochland County,VA,61.7,14661,68.7,70.1,84.5,82.7,15781.0,66.4,73.9,75.3,89.2
2021-10-28,Powhatan County,VA,38.5,11425,43.5,44.6,67.9,82.7,13002.0,43.8,49.5,50.5,74.7
2021-10-28,Catron County,NM,41.7,1471,44.8,46.2,53.9,97.2,1667.0,47.3,50.7,52.5,60.3
2021-10-28,Franklin County,MS,42.9,3309,49.9,52.4,67.9,98.3,3725.0,48.3,56.2,58.7,71.7
2021-10-28,Spencer County,KY,29.4,5698,34.3,34.7,43.4,94.4,6574.0,34.0,39.5,40.0,48.7
2021-10-28,Gibson County,IN,43.1,14502,51.0,53.7,77.6,98.7,15800.0,46.9,55.5,58.3,80.5
2021-10-28,Miner County,SD,48.0,1064,56.7,60.9,92.3,96.4,1202.0,54.2,64.0,68.2,100.0
2021-10-28,Boone County,MO,55.1,99448,63.9,64.7,88.7,91.2,112098.0,62.1,72.0,72.9,97.0
2021-10-28,Dawson County,MT,34.6,2979,40.2,43.3,69.9,95.7,3213.0,37.3,43.4,46.4,73.0
2021-10-28,Raleigh County,WV,21.5,15796,24.9,26.0,36.4,60.0,20841.0,28.4,32.9,34.2,44.5
2021-10-28,Hyde County,NC,57.9,2860,64.7,67.0,83.6,97.3,3229.0,65.4,73.0,75.2,87.3
2021-10-28,Hickman County,KY,33.4,1464,37.7,39.5,56.0,94.4,1604.0,36.6,41.3,43.2,59.2
2021-10-28,Clay County,FL,44.0,96570,51.4,53.3,74.8,98.7,113350.0,51.7,60.4,62.6,88.5
2021-10-28,Clark County,AR,44.4,9900,50.8,51.2,81.0,90.3,11393.0,51.0,58.5,58.6,88.2
2021-10-28,Cook County,IL,56.6,2916929,66.0,67.1,75.3,97.8,3756052.0,72.9,84.9,85.8,93.2
2021-10-28,Dickey County,ND,48.2,2350,57.1,60.0,85.7,95.4,2489.0,51.1,60.5,63.5,89.0
2021-10-28,Hillsdale County,MI,35.0,15965,40.6,43.0,68.5,97.9,16958.0,37.2,43.1,45.7,72.3
2021-10-28,Lewis and Clark County,MT,53.2,36904,62.0,63.7,85.6,95.7,40782.0,58.7,68.5,70.2,92.9
2021-10-28,Larue County,KY,42.7,6144,49.9,52.7,78.9,94.4,6714.0,46.6,54.5,57.4,82.9
2021-10-28,El Paso County,TX,68.2,572544,82.9,83.6,95.9,99.1,670055.0,79.8,97.0,96.1,99.9
2021-10-28,Putnam County,MO,30.3,1422,35.6,38.3,55.6,91.2,1566.0,33.3,39.2,42.0,58.9
2021-10-28,Quitman County,GA,12.0,275,13.6,14.1,18.2,57.9,342.0,14.9,16.9,17.4,20.4
2021-10-28,Monroe County,IL,51.2,17737,59.5,61.3,82.6,97.8,21246.0,61.3,71.3,73.1,96.3
2021-10-28,Miami-Dade County,FL,75.5,2051526,87.3,89.1,92.0,98.7,2439623.0,89.8,99.9,99.9,99.9
2021-10-28,Jim Hogg County,TX,49.6,2578,61.6,63.5,73.3,99.1,3264.0,62.8,78.0,79.2,86.5
2021-10-28,Orange County,IN,51.2,10066,60.1,63.3,92.2,98.7,10832.0,55.1,64.6,67.9,96.1
2021-10-28,Otsego County,NY,55.5,33000,61.8,61.9,80.4,97.6,35022.0,58.9,65.6,65.7,86.0
2021-10-28,Glascock County,GA,14.2,421,16.3,16.8,20.4,57.9,462.0,15.6,17.9,18.6,21.5
2021-10-28,Nance County,NE,26.9,945,31.2,33.6,44.3,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,San Augustine County,TX,37.2,3066,42.7,45.1,61.5,99.1,3563.0,43.3,49.5,52.2,68.0
2021-10-28,Florida Municipio,PR,76.8,8697,86.2,86.1,90.4,95.8,9662.0,85.4,95.7,95.4,99.5
2021-10-28,Holt County,MO,37.7,1659,43.3,45.9,64.7,91.2,1832.0,41.6,47.8,50.6,69.9
2021-10-28,Dare County,NC,67.7,25051,76.5,79.5,99.9,97.3,28833.0,77.9,88.0,91.3,99.9
2021-10-28,Brantley County,GA,12.6,2415,14.9,15.6,22.0,57.9,2936.0,15.4,18.1,18.9,25.6
2021-10-28,Arecibo Municipio,PR,99.9,94297,99.9,99.9,99.9,95.8,95616.0,99.9,99.9,99.9,99.9
2021-10-28,Golden Valley County,MT,40.3,331,47.1,49.9,80.7,95.7,368.0,44.8,52.3,55.3,85.1
2021-10-28,Hamblen County,TN,38.1,24759,44.8,47.4,68.1,97.9,28049.0,43.2,50.8,53.5,73.1
2021-10-28,Queens County,NY,73.7,1660434,85.4,85.9,80.6,97.6,1863091.0,82.7,95.9,96.3,89.9
2021-10-28,Stanly County,NC,36.9,23157,42.9,45.0,69.3,97.3,29391.0,46.8,54.4,57.2,85.4
2021-10-28,Cherokee County,TX,34.5,18166,41.4,44.3,63.1,99.1,20903.0,39.7,47.6,50.8,68.9
2021-10-28,Barnes County,ND,52.0,5412,59.2,61.2,76.7,95.4,6099.0,58.6,66.7,68.8,86.2
2021-10-28,Charlton County,GA,12.3,1645,14.0,14.1,23.8,57.9,1881.0,14.0,16.0,16.0,25.6
2021-10-28,Massac County,IL,31.7,4371,36.8,39.4,62.6,97.8,5813.0,42.2,48.9,52.1,77.8
2021-10-28,Northumberland County,PA,55.4,50293,63.4,66.1,87.5,94.5,56450.0,62.1,71.1,74.1,97.3
2021-10-28,Edmonson County,KY,34.3,4173,38.8,39.8,54.9,94.4,4601.0,37.9,42.7,43.8,59.2
2021-10-28,Jefferson County,FL,54.6,7783,61.3,63.3,99.9,98.7,9373.0,65.8,73.9,76.2,99.9
2021-10-28,Eddy County,ND,48.0,1097,57.0,60.5,80.2,95.4,1147.0,50.2,59.6,63.2,84.1
2021-10-28,Adams County,MS,48.4,14856,55.7,57.6,81.2,98.3,17140.0,55.8,64.3,66.1,89.2
2021-10-28,Webster County,IA,52.3,18791,61.0,63.8,88.5,97.5,20238.0,56.4,65.6,68.5,94.5
2021-10-28,Powell County,MT,41.6,2863,46.0,47.6,73.2,95.7,3085.0,44.8,49.5,51.2,78.8
2021-10-28,Marion County,IA,48.1,15991,56.6,59.7,86.0,97.5,17053.0,51.3,60.3,63.3,90.3
2021-10-28,Cumberland County,ME,77.5,228750,87.9,88.5,97.5,96.5,243228.0,82.4,93.4,94.0,99.9
2021-10-28,Unknown County,ME,0.0,33386,0.0,0.0,0.0,96.5,44970.0,0.0,0.0,0.0,0.0
2021-10-28,St. Francois County,MO,38.9,26168,45.0,47.3,68.5,91.2,29858.0,44.4,51.4,53.9,76.6
2021-10-28,White County,IN,50.1,12072,59.1,62.5,93.2,98.7,12933.0,53.7,63.3,66.6,96.4
